CustomerName,CustomerRegion,CustomerCountry,EmployeeName,EmployeeCity,EmployeeCountry,TerritoryDescription,RegionDescription,ManagerName,OrderDate,ShipperName,CategoryName,ProductName,SupplierName,SupplierRegion,SupplierCountry,UnitPrice,Quantity,Discount
Bólido Comidas preparadas,,Spain,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Beverages,Rhönbräu Klosterbier,Plutzer Lebensmittelgroßmärkte AG,,Germany,6.20,50,0.00
Bólido Comidas preparadas,,Spain,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Condiments,Chef Anton's Cajun Seasoning,New Orleans Cajun Delights,LA,USA,17.60,24,0.00
Bólido Comidas preparadas,,Spain,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-10-01,United Package,Grains/Cereals,Ravioli Angelo,Pasta Buttini s.r.l.,,Italy,15.60,16,0.00
Bólido Comidas preparadas,,Spain,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,United Package,Meat/Poultry,Alice Mutton,"Pavlova, Ltd.",Victoria,Australia,39.00,40,0.25
Bólido Comidas preparadas,,Spain,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-12-01,United Package,Meat/Poultry,Thüringer Rostbratwurst,Plutzer Lebensmittelgroßmärkte AG,,Germany,123.79,20,0.25
Bon app',,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,United Package,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,14.00,30,0.05
Bon app',,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,United Package,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,53.00,20,0.05
Bon app',,France,Andrew Fuller,Tacoma,USA,"Westboro                                          ","Eastern                                           "," ",2020-09-01,United Package,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,18.40,30,0.05
Bon app',,France,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2019-10-01,Speedy Express,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,5.90,15,0.00
Bon app',,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2019-11-01,Speedy Express,Confections,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,,Germany,11.20,50,0.00
Bon app',,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2019-11-01,Speedy Express,Meat/Poultry,Tourtière,Ma Maison,Québec,Canada,5.90,24,0.00
Bon app',,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2019-11-01,Speedy Express,Produce,Manjimup Dried Apples,"G'day, Mate",NSW,Australia,42.40,20,0.00
Bon app',,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-10-01,Speedy Express,Dairy Products,Flotemysost,Norske Meierier,,Norway,21.50,30,0.00
Bon app',,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-10-01,Speedy Express,Seafood,Ikura,Tokyo Traders,,Japan,31.00,21,0.00
Bon app',,France,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-11-01,Speedy Express,Beverages,Lakkalikööri,Karkki Oy,,Finland,18.00,20,0.00
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-03-01,United Package,Grains/Cereals,Tunnbröd,PB Knäckebröd AB,,Sweden,7.20,15,0.00
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-03-01,United Package,Grains/Cereals,Wimmers gute Semmelknödel,Plutzer Lebensmittelgroßmärkte AG,,Germany,26.60,8,0.00
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-03-01,United Package,Seafood,Carnarvon Tigers,"Pavlova, Ltd.",Victoria,Australia,50.00,30,0.00
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Federal Shipping,Condiments,Chef Anton's Cajun Seasoning,New Orleans Cajun Delights,LA,USA,22.00,50,0.15
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Federal Shipping,Condiments,Northwoods Cranberry Sauce,Grandma Kelly's Homestead,MI,USA,40.00,10,0.15
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-04-01,Federal Shipping,Produce,Uncle Bob's Organic Dried Pears,Grandma Kelly's Homestead,MI,USA,30.00,50,0.15
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Confections,Zaanse koeken,Zaanse Snoepfabriek,,Netherlands,9.50,30,0.25
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Dairy Products,Gudbrandsdalsost,Norske Meierier,,Norway,36.00,25,0.25
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Grains/Cereals,Gnocchi di nonna Alice,Pasta Buttini s.r.l.,,Italy,38.00,30,0.25
Bon app',,France,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2020-11-01,United Package,Grains/Cereals,Ravioli Angelo,Pasta Buttini s.r.l.,,Italy,19.50,14,0.25
Bon app',,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Beverages,Ipoh Coffee,Leka Trading,,Singapore,36.80,40,0.05
Bon app',,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Seafood,Carnarvon Tigers,"Pavlova, Ltd.",Victoria,Australia,50.00,20,0.05
Bon app',,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2019-10-01,Federal Shipping,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,7.70,12,0.05
Bon app',,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-05-01,United Package,Seafood,Boston Crab Meat,New England Seafood Cannery,MA,USA,18.40,15,0.10
Bon app',,France,Nancy Davolio,Seattle,USA,"Wilton                                            ","Eastern                                           ",Andrew Fuller,2020-05-01,United Package,Seafood,Inlagd Sill,Svensk Sjöföda AB,,Sweden,19.00,30,0.00
Bon app',,France,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-11-01,Speedy Express,Condiments,Louisiana Fiery Hot Pepper Sauce,New Orleans Cajun Delights,LA,USA,21.05,10,0.05
Bon app',,France,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-11-01,Speedy Express,Confections,Pavlova,"Pavlova, Ltd.",Victoria,Australia,17.45,15,0.05
Bon app',,France,Steven Buchanan,London,UK,"Providence                                        ","Eastern                                           ",Andrew Fuller,2020-11-01,Speedy Express,Dairy Products,Gorgonzola Telino,Formaggi Fortini s.r.l.,,Italy,12.50,3,0.05
Bottom-Dollar Markets,BC,Canada,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-01-01,Federal Shipping,Condiments,Gula Malacca,Leka Trading,,Singapore,15.50,40,0.20
Bottom-Dollar Markets,BC,Canada,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-01-01,Federal Shipping,Dairy Products,Raclette Courdavault,Gai pâturage,,France,44.00,9,0.20
Bottom-Dollar Markets,BC,Canada,Anne Dodsworth,London,UK,"Hollis                                            ","Northern                                          ",Steven Buchanan,2020-01-01,Federal Shipping,Seafood,Jack's New England Clam Chowder,New England Seafood Cannery,MA,USA,7.70,25,0.20
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,Federal Shipping,Dairy Products,Geitost,Norske Meierier,,Norway,2.00,49,0.00
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-01-01,Federal Shipping,Dairy Products,Raclette Courdavault,Gai pâturage,,France,44.00,16,0.00
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,Speedy Express,Confections,NuNuCa Nuß-Nougat-Creme,Heli Süßwaren GmbH & Co. KG,,Germany,11.20,60,0.05
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-04-01,Speedy Express,Grains/Cereals,Singaporean Hokkien Fried Mee,Leka Trading,,Singapore,11.20,20,0.05
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-11-01,Federal Shipping,Condiments,Aniseed Syrup,Exotic Liquids,,UK,10.00,20,0.00
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-11-01,Federal Shipping,Dairy Products,Camembert Pierrot,Gai pâturage,,France,34.00,50,0.00
Bottom-Dollar Markets,BC,Canada,Janet Leverling,Kirkland,USA,"Atlanta                                           ","Southern                                          ",Andrew Fuller,2020-11-01,Federal Shipping,Dairy Products,Mozzarella di Giovanni,Formaggi Fortini s.r.l.,,Italy,34.80,35,0.00
Bottom-Dollar Markets,BC,Canada,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Beverages,Outback Lager,"Pavlova, Ltd.",Victoria,Australia,12.00,30,0.00
Bottom-Dollar Markets,BC,Canada,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Confections,Tarte au sucre,Forêts d'érables,Québec,Canada,39.40,20,0.00
Bottom-Dollar Markets,BC,Canada,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Meat/Poultry,Pâté chinois,Ma Maison,Québec,Canada,19.20,15,0.00
Bottom-Dollar Markets,BC,Canada,Margaret Peacock,Redmond,USA,"Rockville                                         ","Eastern                                           ",Andrew Fuller,2019-12-01,United Package,Seafood,Ikura,Tokyo Traders,,Japan,24.80,16,0.00
